,year,subjects,count,total,percentage
665,1821,Caucus System,2,452,0.0
666,1821,Colonization Movements,1,452,0.0
667,1821,Commerce,25,452,6.0
668,1821,Dueling,1,452,0.0
669,1821,"Elections, Presidential 1820",8,452,2.0
670,1821,"Elections, Presidential 1824",14,452,3.0
671,1821,Family Finances (Adams Family),3,452,1.0
672,1821,Family Relations (Adams Family),12,452,3.0
673,1821,Family Residences (Adams Family),10,452,2.0
674,1821,Florida Annexation,29,452,6.0
675,1821,Foreign Relations,34,452,8.0
676,1821,Health and Illness,7,452,2.0
677,1821,Impressment,1,452,0.0
678,1821,Industrialization,1,452,0.0
679,1821,Internal Improvements,4,452,1.0
680,1821,Latin American Wars of Independence,6,452,1.0
681,1821,Louisiana Purchase,14,452,3.0
682,1821,Mexican War of Independence,3,452,1.0
683,1821,Missouri Compromise,12,452,3.0
684,1821,Native Americans,4,452,1.0
685,1821,Oregon Country,6,452,1.0
686,1821,Panic of 1819,6,452,1.0
687,1821,Press,5,452,1.0
688,1821,Privateering,2,452,0.0
689,1821,Pro-Slavery Movements,1,452,0.0
690,1821,Recreation,11,452,2.0
691,1821,Religion,25,452,6.0
692,1821,Roads,1,452,0.0
693,1821,Science and Technology,2,452,0.0
694,1821,Second Great Awakening,2,452,0.0
695,1821,Sectionalism,6,452,1.0
696,1821,Seminole Wars,7,452,2.0
697,1821,Slave Trade,30,452,7.000000000000001
698,1821,Slavery and Enslaved Persons,5,452,1.0
699,1821,States Rights,2,452,0.0
700,1821,Steam Power,11,452,2.0
701,1821,Supreme Court,4,452,1.0
702,1821,Territorial Expansion,5,452,1.0
703,1821,Treaty of Ghent,24,452,5.0
704,1821,US Constitution,13,452,3.0
705,1821,Unitarianism,7,452,2.0
706,1821,War of 1812,11,452,2.0
707,1821,"West, The",8,452,2.0
708,1822,Adams-Onis Treaty,15,537,3.0
709,1822,African Americans,3,537,1.0
710,1822,American Revolution,5,537,1.0
711,1822,Anti-Slavery Movements,2,537,0.0
712,1822,Bank of the United States,1,537,0.0
713,1822,Blockades,2,537,0.0
714,1822,Caucus System,4,537,1.0
715,1822,Colonization Movements,1,537,0.0
716,1822,Commerce,20,537,4.0
717,1822,Democratic-Republican Party,4,537,1.0
718,1822,Dueling,1,537,0.0
719,1822,"Elections, Presidential 1816",1,537,0.0
720,1822,"Elections, Presidential 1824",29,537,5.0
721,1822,Emancipation,2,537,0.0
722,1822,Family Finances (Adams Family),7,537,1.0
723,1822,Florida Annexation,5,537,1.0
724,1822,Foreign Relations,61,537,11.0
725,1822,Fugitive Slave Laws,3,537,1.0
726,1822,Health and Illness,23,537,4.0
727,1822,Internal Improvements,4,537,1.0
728,1822,Latin American Wars of Independence,19,537,4.0
729,1822,Louisiana Purchase,4,537,1.0
730,1822,Mexican War of Independence,7,537,1.0
731,1822,Missouri Compromise,1,537,0.0
732,1822,Native Americans,15,537,3.0
733,1822,Oregon Country,8,537,1.0
734,1822,Press,40,537,7.000000000000001
735,1822,Privateering,16,537,3.0
736,1822,Recreation,105,537,20.0
737,1822,Religion,3,537,1.0
738,1822,Sectionalism,9,537,2.0
739,1822,Slave Trade,28,537,5.0
740,1822,Slavery and Enslaved Persons,17,537,3.0
741,1822,States Rights,1,537,0.0
742,1822,Treaty of Ghent,44,537,8.0
743,1822,US Constitution,9,537,2.0
744,1822,Unitarianism,13,537,2.0
745,1822,War of 1812,5,537,1.0
746,1823,Adams-Onis Treaty,3,325,1.0
747,1823,Anti-Slavery Movements,1,325,0.0
748,1823,Bank of the United States,4,325,1.0
749,1823,Blockades,2,325,1.0
750,1823,Caucus System,6,325,2.0
751,1823,Colonization Movements,1,325,0.0
752,1823,Commerce,3,325,1.0
753,1823,Democratic-Republican Party,1,325,0.0
754,1823,Dueling,3,325,1.0
755,1823,"Elections, Presidential 1824",15,325,5.0
756,1823,Era of Good Feelings,1,325,0.0
757,1823,Family Finances (Adams Family),14,325,4.0
758,1823,Family Relations (Adams Family),8,325,2.0
759,1823,Family Residences (Adams Family),2,325,1.0
760,1823,Foreign Relations,32,325,10.0
761,1823,Health and Illness,24,325,7.000000000000001
762,1823,Impressment,4,325,1.0
763,1823,Internal Improvements,4,325,1.0
764,1823,Latin American Wars of Independence,6,325,2.0
765,1823,Louisiana Purchase,3,325,1.0
766,1823,Monroe Doctrine,15,325,5.0
767,1823,Native Americans,1,325,0.0
768,1823,Oregon Country,15,325,5.0
769,1823,Press,1,325,0.0
770,1823,Privateering,9,325,3.0
771,1823,Recreation,77,325,24.0
772,1823,Science and Technology,4,325,1.0
773,1823,Sectionalism,1,325,0.0
774,1823,Slave Trade,28,325,9.0
775,1823,Slavery and Enslaved Persons,5,325,2.0
776,1823,Steam Power,2,325,1.0
777,1823,Supreme Court,11,325,3.0
778,1823,Treaty of Ghent,9,325,3.0
779,1823,US Constitution,3,325,1.0
780,1823,Unitarianism,3,325,1.0
781,1823,War of 1812,4,325,1.0
782,1824,Adams-Onis Treaty,7,476,1.0
783,1824,African Americans,8,476,2.0
784,1824,American Revolution,4,476,1.0
785,1824,Bank of the United States,1,476,0.0
786,1824,Blockades,3,476,1.0
787,1824,Canals,1,476,0.0
788,1824,Caucus System,34,476,7.000000000000001
789,1824,Colonization Movements,1,476,0.0
790,1824,Commerce,2,476,0.0
791,1824,Corrupt Bargain,2,476,0.0
792,1824,Democratic-Republican Party,3,476,1.0
793,1824,Dueling,9,476,2.0
794,1824,"Elections, Presidential 1816",1,476,0.0
795,1824,"Elections, Presidential 1824",99,476,21.0
796,1824,Era of Good Feelings,1,476,0.0
797,1824,Family Finances (Adams Family),13,476,3.0
798,1824,Family Residences (Adams Family),4,476,1.0
799,1824,Foreign Relations,35,476,7.000000000000001
800,1824,Health and Illness,26,476,5.0
801,1824,Industrialization,1,476,0.0
802,1824,Internal Improvements,9,476,2.0
803,1824,Louisiana Purchase,2,476,0.0
804,1824,Missouri Compromise,2,476,0.0
805,1824,Monroe Doctrine,1,476,0.0
806,1824,Native Americans,14,476,3.0
807,1824,Oregon Country,10,476,2.0
808,1824,Privateering,10,476,2.0
809,1824,Recreation,81,476,17.0
810,1824,Reform Movements,2,476,0.0
811,1824,Roads,1,476,0.0
812,1824,Sectionalism,7,476,1.0
813,1824,Seminole Wars,1,476,0.0
814,1824,Slave Trade,25,476,5.0
815,1824,Slavery and Enslaved Persons,28,476,6.0
816,1824,States Rights,4,476,1.0
817,1824,Textile Industry,1,476,0.0
818,1824,Treaty of Ghent,2,476,0.0
819,1824,US Constitution,8,476,2.0
820,1824,Unitarianism,4,476,1.0
821,1824,Utopian Communities,6,476,1.0
822,1824,War of 1812,3,476,1.0
823,1825,Adams-Onis Treaty,2,350,1.0
824,1825,African Americans,7,350,2.0
825,1825,American Revolution,2,350,1.0
826,1825,Bank of the United States,1,350,0.0
827,1825,Canals,5,350,1.0
828,1825,Colonization Movements,1,350,0.0
829,1825,Corrupt Bargain,7,350,2.0
830,1825,Dueling,1,350,0.0
831,1825,"Elections, Presidential 1824",28,350,8.0
832,1825,Family Finances (Adams Family),9,350,3.0
833,1825,Family Residences (Adams Family),11,350,3.0
834,1825,Foreign Relations,25,350,7.000000000000001
835,1825,Health and Illness,25,350,7.000000000000001
836,1825,Internal Improvements,15,350,4.0
837,1825,Latin American Wars of Independence,2,350,1.0
838,1825,Native Americans,76,350,22.0
839,1825,Privateering,1,350,0.0
840,1825,Recreation,99,350,28.000000000000004
841,1825,Science and Technology,1,350,0.0
842,1825,Sectionalism,2,350,1.0
843,1825,Seminole Wars,1,350,0.0
844,1825,Slave Trade,7,350,2.0
845,1825,Slavery and Enslaved Persons,7,350,2.0
846,1825,States Rights,1,350,0.0
847,1825,Treaty of Ghent,2,350,1.0
848,1825,US Constitution,1,350,0.0
849,1825,Unitarianism,2,350,1.0
850,1825,Utopian Communities,6,350,2.0
851,1825,War of 1812,3,350,1.0
852,1826,African Americans,6,467,1.0
853,1826,American Revolution,3,467,1.0
854,1826,Bank of the United States,2,467,0.0
855,1826,Canals,13,467,3.0
856,1826,Colonization Movements,1,467,0.0
857,1826,Commerce,2,467,0.0
858,1826,"Elections, Presidential 1824",1,467,0.0
859,1826,Emancipation,1,467,0.0
860,1826,Family Finances (Adams Family),32,467,7.000000000000001
861,1826,Family Relations (Adams Family),22,467,5.0
862,1826,Family Residences (Adams Family),6,467,1.0
863,1826,Foreign Relations,28,467,6.0
864,1826,Health and Illness,23,467,5.0
865,1826,Impressment,1,467,0.0
866,1826,Industrialization,2,467,0.0
867,1826,Internal Improvements,5,467,1.0
868,1826,Native Americans,41,467,9.0
869,1826,Oregon Country,3,467,1.0
870,1826,Railroads,8,467,2.0
871,1826,Recreation,223,467,48.0
872,1826,Religion,1,467,0.0
873,1826,Roads,2,467,0.0
874,1826,Sectionalism,2,467,0.0
875,1826,Slave Trade,3,467,1.0
876,1826,Slavery and Enslaved Persons,14,467,3.0
877,1826,Steam Power,1,467,0.0
878,1826,Supreme Court,3,467,1.0
879,1826,Telegraph,1,467,0.0
880,1826,Territorial Expansion,2,467,0.0
881,1826,Treaty of Ghent,7,467,1.0
882,1826,US Constitution,1,467,0.0
883,1826,Unitarianism,3,467,1.0
884,1826,War of 1812,4,467,1.0
885,1827,African Americans,5,403,1.0
886,1827,Anti-Masonic Party,2,403,0.0
887,1827,Blockades,1,403,0.0
888,1827,Canals,16,403,4.0
889,1827,Colonization Movements,8,403,2.0
890,1827,Commerce,3,403,1.0
891,1827,Corrupt Bargain,2,403,0.0
892,1827,Dueling,7,403,2.0
893,1827,"Elections, Presidential 1828",4,403,1.0
894,1827,Emancipation,1,403,0.0
895,1827,Family Finances (Adams Family),15,403,4.0
896,1827,Family Relations (Adams Family),3,403,1.0
897,1827,Family Residences (Adams Family),7,403,2.0
898,1827,Foreign Relations,23,403,6.0
899,1827,Health and Illness,23,403,6.0
900,1827,Impressment,1,403,0.0
901,1827,Industrialization,2,403,0.0
902,1827,Internal Improvements,5,403,1.0
903,1827,Louisiana Purchase,2,403,0.0
904,1827,Missouri Compromise,1,403,0.0
905,1827,Native Americans,46,403,11.0
906,1827,Privateering,1,403,0.0
907,1827,Railroads,5,403,1.0
908,1827,Recreation,184,403,46.0
909,1827,Religion,1,403,0.0
910,1827,Science and Technology,1,403,0.0
911,1827,Slave Trade,6,403,1.0
912,1827,Slavery and Enslaved Persons,1,403,0.0
913,1827,States Rights,8,403,2.0
914,1827,Steam Power,1,403,0.0
915,1827,Suffrage,1,403,0.0
916,1827,Temperance Movement,2,403,0.0
917,1827,Territorial Expansion,2,403,0.0
918,1827,Textile Industry,3,403,1.0
919,1827,US Constitution,2,403,0.0
920,1827,Unitarianism,5,403,1.0
921,1827,War of 1812,2,403,0.0
922,1827,"West, The",1,403,0.0
923,1828,African Americans,11,519,2.0
924,1828,American Revolution,3,519,1.0
925,1828,Anti-Masonic Party,5,519,1.0
926,1828,Blockades,3,519,1.0
927,1828,Canals,16,519,3.0
928,1828,Colonization Movements,6,519,1.0
929,1828,Commerce,1,519,0.0
930,1828,Corrupt Bargain,4,519,1.0
931,1828,Dueling,3,519,1.0
932,1828,"Elections, Presidential 1812",1,519,0.0
933,1828,"Elections, Presidential 1824",1,519,0.0
934,1828,"Elections, Presidential 1828",16,519,3.0
935,1828,"Elections, Presidential 1832",1,519,0.0
936,1828,Family Finances (Adams Family),8,519,2.0
937,1828,Family Relations (Adams Family),1,519,0.0
938,1828,Federalist Party,8,519,2.0
939,1828,Foreign Relations,23,519,4.0
940,1828,Hartford Convention,2,519,0.0
941,1828,Health and Illness,16,519,3.0
942,1828,Internal Improvements,8,519,2.0
943,1828,Louisiana Purchase,1,519,0.0
944,1828,Native Americans,92,519,18.0
945,1828,Oregon Country,1,519,0.0
946,1828,Privateering,5,519,1.0
947,1828,Railroads,3,519,1.0
948,1828,Recreation,240,519,46.0
949,1828,Religion,5,519,1.0
950,1828,Science and Technology,1,519,0.0
951,1828,Sectionalism,2,519,0.0
952,1828,Slave Trade,16,519,3.0
953,1828,Slavery and Enslaved Persons,4,519,1.0
954,1828,Supreme Court,4,519,1.0
955,1828,Treaty of Ghent,2,519,0.0
956,1828,US Constitution,2,519,0.0
957,1828,Unitarianism,3,519,1.0
958,1828,War of 1812,1,519,0.0
959,1829,African Americans,2,313,1.0
960,1829,American Revolution,2,313,1.0
961,1829,Anti-Masonic Party,4,313,1.0
962,1829,Bank of the United States,1,313,0.0
963,1829,Canals,7,313,2.0
964,1829,Colonization Movements,1,313,0.0
965,1829,Dueling,2,313,1.0
966,1829,"Elections, Presidential 1828",2,313,1.0
967,1829,"Elections, Presidential 1832",1,313,0.0
968,1829,Family Finances (Adams Family),37,313,12.0
969,1829,Family Relations (Adams Family),2,313,1.0
970,1829,Family Residences (Adams Family),12,313,4.0
971,1829,Federalist Party,5,313,2.0
972,1829,Foreign Relations,8,313,3.0
973,1829,Hartford Convention,5,313,2.0
974,1829,Health and Illness,17,313,5.0
975,1829,Impressment,1,313,0.0
976,1829,Internal Improvements,1,313,0.0
977,1829,Louisiana Purchase,1,313,0.0
978,1829,Native Americans,18,313,6.0
979,1829,Privateering,2,313,1.0
980,1829,Railroads,1,313,0.0
981,1829,Recreation,136,313,43.0
982,1829,Religion,16,313,5.0
983,1829,Sectionalism,4,313,1.0
984,1829,Slave Trade,1,313,0.0
985,1829,Spoils System,15,313,5.0
986,1829,States Rights,1,313,0.0
987,1829,Steam Power,1,313,0.0
988,1829,Supreme Court,3,313,1.0
989,1829,Unitarianism,3,313,1.0
990,1829,War of 1812,1,313,0.0
991,1830,American Revolution,9,511,2.0
992,1830,Anti-Masonic Party,13,511,3.0
993,1830,Bank of the United States,3,511,1.0
994,1830,Boylston Professor of Rhetoric and Oratory,1,511,0.0
995,1830,Canals,4,511,1.0
996,1830,Corrupt Bargain,2,511,0.0
997,1830,Democratic Party,2,511,0.0
998,1830,Democratic-Republican Party,1,511,0.0
999,1830,Diplomacy,15,511,3.0
1000,1830,Dueling,3,511,1.0
1001,1830,"Elections, Presidential 1832",14,511,3.0
1002,1830,Essex Junto,1,511,0.0
1003,1830,European Alliances,2,511,0.0
1004,1830,Family Finances (Adams Family),37,511,7.000000000000001
1005,1830,Family Relations (Adams Family),9,511,2.0
1006,1830,Family Residences (Adams Family),4,511,1.0
1007,1830,Federalist Party,3,511,1.0
1008,1830,Florida Annexation,2,511,0.0
1009,1830,Foreign Relations,36,511,7.000000000000001
1010,1830,Hartford Convention,2,511,0.0
1011,1830,Health and Illness,84,511,16.0
1012,1830,Indian Removal,1,511,0.0
1013,1830,Internal Improvements,6,511,1.0
1014,1830,Latin American Wars of Independence,1,511,0.0
1015,1830,Louisiana Purchase,1,511,0.0
1016,1830,National Republican Party,3,511,1.0
1017,1830,Native Americans,14,511,3.0
1018,1830,Nullification,5,511,1.0
1019,1830,Press,5,511,1.0
1020,1830,Privateering,1,511,0.0
1021,1830,Quasi-War,1,511,0.0
1022,1830,Railroads,4,511,1.0
1023,1830,Recreation,82,511,16.0
1024,1830,Religion,74,511,14.000000000000002
1025,1830,Roads,1,511,0.0
1026,1830,Science and Technology,3,511,1.0
1027,1830,Seminole Wars,3,511,1.0
1028,1830,Slavery and Enslaved Persons,4,511,1.0
1029,1830,Spoils System,13,511,3.0
1030,1830,Steam Power,2,511,0.0
1031,1830,Supreme Court,12,511,2.0
1032,1830,Tariff of 1828,5,511,1.0
1033,1830,Treaty of Ghent,2,511,0.0
1034,1830,US Constitution,8,511,2.0
1035,1830,Unitarianism,13,511,3.0
1036,1831,African Americans,2,804,0.0
1037,1831,American Revolution,20,804,2.0
1038,1831,American System,1,804,0.0
1039,1831,Anglo-American Definitive Peace Treaty,2,804,0.0
1040,1831,Anti-Masonic Party,41,804,5.0
1041,1831,Anti-Slavery Movements,2,804,0.0
1042,1831,Anti-Slavery Petitions,3,804,0.0
1043,1831,Articles of Confederation,2,804,0.0
1044,1831,Bank of the United States,8,804,1.0
1045,1831,Barbary Wars,1,804,0.0
1046,1831,Boylston Professor of Rhetoric and Oratory,1,804,0.0
1047,1831,Canals,4,804,0.0
1048,1831,Colonization Movements,3,804,0.0
1049,1831,Commerce,5,804,1.0
1050,1831,Continental Congress,4,804,0.0
1051,1831,Diplomacy,11,804,1.0
1052,1831,Dueling,2,804,0.0
1053,1831,"Elections, Presidential 1824",1,804,0.0
1054,1831,"Elections, Presidential 1828",5,804,1.0
1055,1831,"Elections, Presidential 1832",30,804,4.0
1056,1831,Emancipation,1,804,0.0
1057,1831,Era of Good Feelings,1,804,0.0
1058,1831,European Alliances,1,804,0.0
1059,1831,Family Finances (Adams Family),51,804,6.0
1060,1831,Family Relations (Adams Family),8,804,1.0
1061,1831,Family Residences (Adams Family),13,804,2.0
1062,1831,Federalist Party,1,804,0.0
1063,1831,Florida Annexation,3,804,0.0
1064,1831,Foreign Relations,27,804,3.0
1065,1831,Health and Illness,89,804,11.0
1066,1831,Internal Improvements,9,804,1.0
1067,1831,Missouri Compromise,1,804,0.0
1068,1831,Napoleonic Wars,1,804,0.0
1069,1831,National Nominating Conventions,7,804,1.0
1070,1831,National Republican Party,6,804,1.0
1071,1831,Native Americans,17,804,2.0
1072,1831,Northwest Ordinance,1,804,0.0
1073,1831,Nullification,8,804,1.0
1074,1831,Press,14,804,2.0
1075,1831,Railroads,7,804,1.0
1076,1831,Recreation,125,804,16.0
1077,1831,Religion,174,804,22.0
1078,1831,Roads,1,804,0.0
1079,1831,Science and Technology,1,804,0.0
1080,1831,Seminole Wars,10,804,1.0
1081,1831,Slave Trade,3,804,0.0
1082,1831,Slavery and Enslaved Persons,7,804,1.0
1083,1831,"South, The",4,804,0.0
1084,1831,Spoils System,4,804,0.0
1085,1831,Steam Power,9,804,1.0
1086,1831,Supreme Court,15,804,2.0
1087,1831,Tariff of 1816,1,804,0.0
1088,1831,Tariff of 1828,9,804,1.0
1089,1831,Temperance Movement,1,804,0.0
1090,1831,Treaty of Ghent,1,804,0.0
1091,1831,US Constitution,8,804,1.0
1092,1831,Unitarianism,14,804,2.0
1093,1831,War of 1812,2,804,0.0
1094,1831,Women's Rights,1,804,0.0
1095,1832,African Americans,3,793,0.0
1096,1832,American Revolution,21,793,3.0
1097,1832,Anti-Masonic Party,10,793,1.0
1098,1832,Anti-Slavery Movements,1,793,0.0
1099,1832,Anti-Slavery Petitions,4,793,1.0
1100,1832,Asylum Movement,3,793,0.0
1101,1832,Bank of the United States,79,793,10.0
1102,1832,Canals,6,793,1.0
1103,1832,Colonization Movements,3,793,0.0
1104,1832,Commerce,23,793,3.0
1105,1832,Continental Congress,1,793,0.0
1106,1832,Democratic-Republican Party,1,793,0.0
1107,1832,Diplomacy,17,793,2.0
1108,1832,"Elections, Presidential 1832",13,793,2.0
1109,1832,Emancipation,1,793,0.0
1110,1832,Family Finances (Adams Family),60,793,8.0
1111,1832,Family Relations (Adams Family),10,793,1.0
1112,1832,Family Residences (Adams Family),4,793,1.0
1113,1832,Foreign Relations,21,793,3.0
1114,1832,Health and Illness,88,793,11.0
1115,1832,Internal Improvements,7,793,1.0
1116,1832,Missouri Compromise,1,793,0.0
1117,1832,National Nominating Conventions,1,793,0.0
1118,1832,National Republican Party,9,793,1.0
1119,1832,Native Americans,19,793,2.0
1120,1832,Nullification,20,793,3.0
1121,1832,Press,25,793,3.0
1122,1832,Privateering,2,793,0.0
1123,1832,Prussian-American Treaty of Amity and Commerce,3,793,0.0
1124,1832,Railroads,8,793,1.0
1125,1832,Recreation,61,793,8.0
1126,1832,Religion,190,793,24.0
1127,1832,Science and Technology,5,793,1.0
1128,1832,Seminole Wars,1,793,0.0
1129,1832,Slave Trade,1,793,0.0
1130,1832,Slavery and Enslaved Persons,2,793,0.0
1131,1832,"South, The",2,793,0.0
1132,1832,Spoils System,3,793,0.0
1133,1832,Steam Power,6,793,1.0
1134,1832,Supreme Court,7,793,1.0
1135,1832,Tariff of 1828,32,793,4.0
1136,1832,Temperance Movement,1,793,0.0
1137,1832,US Constitution,11,793,1.0
1138,1832,Unitarianism,3,793,0.0
1139,1832,War of 1812,4,793,1.0
1140,1833,African Americans,3,690,0.0
1141,1833,Alien and Sedition Acts,1,690,0.0
1142,1833,American Revolution,25,690,4.0
1143,1833,American System,1,690,0.0
1144,1833,Anti-Masonic Party,38,690,6.0
1145,1833,Anti-Slavery Movements,1,690,0.0
1146,1833,Anti-Slavery Petitions,3,690,0.0
1147,1833,Asylum Movement,1,690,0.0
1148,1833,Bank of the United States,31,690,4.0
1149,1833,Boylston Professor of Rhetoric and Oratory,1,690,0.0
1150,1833,Canals,2,690,0.0
1151,1833,Colonization Movements,4,690,1.0
1152,1833,Commerce,4,690,1.0
1153,1833,Democratic-Republican Party,1,690,0.0
1154,1833,Diplomacy,6,690,1.0
1155,1833,"Elections, Presidential 1832",6,690,1.0
1156,1833,"Elections, Presidential 1836",3,690,0.0
1157,1833,Emancipation,3,690,0.0
1158,1833,Embargo,1,690,0.0
1159,1833,Essex Junto,1,690,0.0
1160,1833,Family Finances (Adams Family),43,690,6.0
1161,1833,Family Relations (Adams Family),7,690,1.0
1162,1833,Family Residences (Adams Family),5,690,1.0
1163,1833,Federalist Party,2,690,0.0
1164,1833,Foreign Relations,10,690,1.0
1165,1833,Hartford Convention,2,690,0.0
1166,1833,Health and Illness,129,690,19.0
1167,1833,Internal Improvements,5,690,1.0
1168,1833,Jay Treaty,1,690,0.0
1169,1833,Napoleonic Wars,1,690,0.0
1170,1833,National Republican Party,21,690,3.0
1171,1833,Native Americans,5,690,1.0
1172,1833,Nullification,22,690,3.0
1173,1833,Press,61,690,9.0
1174,1833,Railroads,7,690,1.0
1175,1833,Recreation,84,690,12.0
1176,1833,Religion,93,690,13.0
1177,1833,Science and Technology,7,690,1.0
1178,1833,Slavery and Enslaved Persons,5,690,1.0
1179,1833,"South, The",1,690,0.0
1180,1833,Spoils System,2,690,0.0
1181,1833,Steam Power,6,690,1.0
1182,1833,Supreme Court,9,690,1.0
1183,1833,Tariff of 1828,2,690,0.0
1184,1833,Temperance Movement,4,690,1.0
1185,1833,Treaty of Ghent,2,690,0.0
1186,1833,US Constitution,10,690,1.0
1187,1833,Unitarianism,4,690,1.0
1188,1833,War of 1812,4,690,1.0
1189,1834,African Americans,3,832,0.0
1190,1834,Alien and Sedition Acts,1,832,0.0
1191,1834,American Revolution,29,832,3.0
1192,1834,Anti-Masonic Party,22,832,3.0
1193,1834,Anti-Slavery Petitions,3,832,0.0
1194,1834,Bank of the United States,106,832,13.0
1195,1834,Canals,11,832,1.0
1196,1834,Commerce,11,832,1.0
1197,1834,Democratic Party,1,832,0.0
1198,1834,Diplomacy,23,832,3.0
1199,1834,"Elections, Presidential 1832",2,832,0.0
1200,1834,"Elections, Presidential 1836",7,832,1.0
1201,1834,Emancipation,2,832,0.0
1202,1834,Family Finances (Adams Family),44,832,5.0
1203,1834,Family Relations (Adams Family),16,832,2.0
1204,1834,Family Residences (Adams Family),17,832,2.0
1205,1834,Federalist Party,1,832,0.0
1206,1834,Foreign Relations,32,832,4.0
1207,1834,French Revolution,7,832,1.0
1208,1834,Hartford Convention,1,832,0.0
1209,1834,Health and Illness,113,832,14.000000000000002
1210,1834,Indian Removal,1,832,0.0
1211,1834,Internal Improvements,35,832,4.0
1212,1834,National Republican Party,4,832,0.0
1213,1834,Native Americans,23,832,3.0
1214,1834,Nullification,10,832,1.0
1215,1834,Press,42,832,5.0
1216,1834,Railroads,9,832,1.0
1217,1834,Recreation,104,832,12.0
1218,1834,Religion,78,832,9.0
1219,1834,Roads,2,832,0.0
1220,1834,Science and Technology,8,832,1.0
1221,1834,Slavery and Enslaved Persons,6,832,1.0
1222,1834,Steam Power,10,832,1.0
1223,1834,Supreme Court,9,832,1.0
1224,1834,Temperance Movement,2,832,0.0
1225,1834,Treaty of Ghent,1,832,0.0
1226,1834,US Constitution,11,832,1.0
1227,1834,Unitarianism,4,832,0.0
1228,1834,War of 1812,13,832,2.0
1229,1834,Whig Party,8,832,1.0
1230,1835,African Americans,4,702,1.0
1231,1835,American Revolution,12,702,2.0
1232,1835,American System,1,702,0.0
1233,1835,Anti-Masonic Party,15,702,2.0
1234,1835,Anti-Slavery Movements,7,702,1.0
1235,1835,Anti-Slavery Petitions,8,702,1.0
1236,1835,Bank of the United States,12,702,2.0
1237,1835,Boylston Professor of Rhetoric and Oratory,2,702,0.0
1238,1835,Canals,2,702,0.0
1239,1835,Colonization Movements,4,702,1.0
1240,1835,Commerce,3,702,0.0
1241,1835,Democratic Party,4,702,1.0
1242,1835,Democratic-Republican Party,1,702,0.0
1243,1835,Diplomacy,7,702,1.0
1244,1835,Dueling,2,702,0.0
1245,1835,"Elections, Presidential 1828",1,702,0.0
1246,1835,"Elections, Presidential 1836",27,702,4.0
1247,1835,Emancipation,3,702,0.0
1248,1835,Family Finances (Adams Family),61,702,9.0
1249,1835,Family Relations (Adams Family),19,702,3.0
1250,1835,Family Residences (Adams Family),5,702,1.0
1251,1835,Federalist Party,1,702,0.0
1252,1835,Foreign Relations,34,702,5.0
1253,1835,French Revolution,1,702,0.0
1254,1835,Hartford Convention,1,702,0.0
1255,1835,Health and Illness,87,702,12.0
1256,1835,Internal Improvements,9,702,1.0
1257,1835,Louisiana Purchase,1,702,0.0
1258,1835,Missouri Compromise,1,702,0.0
1259,1835,Native Americans,13,702,2.0
1260,1835,Northwest Ordinance,1,702,0.0
1261,1835,Nullification,2,702,0.0
1262,1835,Press,72,702,10.0
1263,1835,Railroads,11,702,2.0
1264,1835,Recreation,81,702,12.0
1265,1835,Reform Movements,1,702,0.0
1266,1835,Religion,76,702,11.0
1267,1835,Science and Technology,12,702,2.0
1268,1835,Slave Trade,1,702,0.0
1269,1835,Slavery and Enslaved Persons,11,702,2.0
1270,1835,Smithsonian Institution,3,702,0.0
1271,1835,"South, The",7,702,1.0
1272,1835,States Rights,1,702,0.0
1273,1835,Steam Power,10,702,1.0
1274,1835,Supreme Court,7,702,1.0
1275,1835,Temperance Movement,4,702,1.0
1276,1835,Territorial Expansion,3,702,0.0
1277,1835,Treaty of Ghent,2,702,0.0
1278,1835,US Constitution,17,702,2.0
1279,1835,Unitarianism,6,702,1.0
1280,1835,War of 1812,5,702,1.0
1281,1835,Whig Party,21,702,3.0
1282,1836,African Americans,5,635,1.0
1283,1836,Alien and Sedition Acts,4,635,1.0
1284,1836,American Revolution,15,635,2.0
1285,1836,Anglo-American Definitive Peace Treaty,1,635,0.0
1286,1836,Anti-Masonic Party,6,635,1.0
1287,1836,Anti-Slavery Movements,3,635,0.0
1288,1836,Anti-Slavery Petitions,21,635,3.0
1289,1836,Articles of Confederation,3,635,0.0
1290,1836,Bank of the United States,13,635,2.0
1291,1836,Colonization Movements,1,635,0.0
1292,1836,Commerce,4,635,1.0
1293,1836,Democratic Party,1,635,0.0
1294,1836,Diplomacy,7,635,1.0
1295,1836,Dueling,3,635,0.0
1296,1836,"Elections, Presidential 1836",20,635,3.0
1297,1836,Family Finances (Adams Family),52,635,8.0
1298,1836,Family Relations (Adams Family),9,635,1.0
1299,1836,Family Residences (Adams Family),10,635,2.0
1300,1836,Federalist Papers,5,635,1.0
1301,1836,Foreign Relations,29,635,5.0
1302,1836,French Revolution,1,635,0.0
1303,1836,Gag Rule,9,635,1.0
1304,1836,Hartford Convention,1,635,0.0
1305,1836,Health and Illness,80,635,13.0
1306,1836,Internal Improvements,10,635,2.0
1307,1836,Louisiana Purchase,1,635,0.0
1308,1836,Native Americans,38,635,6.0
1309,1836,Nullification,4,635,1.0
1310,1836,Press,48,635,8.0
1311,1836,Railroads,8,635,1.0
1312,1836,Recreation,50,635,8.0
1313,1836,Religion,55,635,9.0
1314,1836,Roads,3,635,0.0
1315,1836,Science and Technology,9,635,1.0
